Buyer_ID,Supplier_ID,Product_Category,Quantity_Ordered,Order_Date,Dispatch_Date,Delivery_Date,Shipping_Mode,Order_Value_USD,Delay_Days,Disruption_Type,Disruption_Severity,Historical_Disruption_Count,Supplier_Reliability_Score,Organization_ID,Dominant_Buyer_Flag,Available_Historical_Records,Supply_Risk_Flag
0.5306122448979591,0.5172413793103449,1.0,0.4641051567239636,0.8131868131868103,0.811989100817442,0.7925531914893611,0.3333333333333333,0.7235048923441589,0.0,0.3333333333333333,0.5,0.5789473684210527,0.45999999999999996,0.21052631578947367,0.0,0.11842105263157894,0.0
0.0,0.41379310344827586,0.5,0.358948432760364,0.5137362637362628,0.5095367847411509,0.4973404255319167,0.6666666666666666,0.693296740190031,0.0,0.3333333333333333,0.5,0.05263157894736842,0.76,0.9473684210526315,1.0,0.909919028340081,0.0
0.22448979591836732,0.034482758620689655,0.25,0.32659251769464104,0.9917582417582409,0.9836512261580381,0.9813829787234027,0.3333333333333333,0.1345740485310833,0.7000000000000001,0.3333333333333333,0.5,1.0,0.8999999999999999,0.7368421052631579,0.0,0.2550607287449393,1.0
0.9387755102040816,0.034482758620689655,0.5,0.1334681496461072,0.0357142857142847,0.04087193460490823,0.04521276595744439,0.3333333333333333,0.2997192817820349,0.0,0.3333333333333333,0.5,0.894736842105263,0.8400000000000001,0.47368421052631576,1.0,0.8066801619433198,0.0
0.8979591836734693,0.8275862068965517,0.5,0.8968655207280082,0.030219780219781,0.032697547683923744,0.034574468085104115,0.6666666666666666,0.3591057466336061,0.0,0.3333333333333333,0.5,0.2631578947368421,0.19999999999999996,0.21052631578947367,0.0,0.7884615384615384,0.0
0.9999999999999999,0.06896551724137931,0.75,0.8129423660262892,0.2362637362637372,0.2370572207084507,0.2526595744680833,0.3333333333333333,0.8053267697584772,0.0,0.3333333333333333,0.5,0.47368421052631576,0.43999999999999995,0.2631578947368421,0.0,0.811740890688259,0.0
0.5510204081632653,0.7931034482758621,0.25,0.8483316481294237,0.030219780219781,0.032697547683923744,0.05319148936170137,0.6666666666666666,0.2790604029560357,0.0,0.3333333333333333,0.5,1.0,0.19999999999999996,0.3684210526315789,0.0,0.854251012145749,0.0
0.9591836734693877,0.7931034482758621,0.25,0.12740141557128415,0.0659340659340657,0.06811989100818039,0.08776595744680549,0.0,0.21092940381760597,0.0,0.3333333333333333,0.5,0.7368421052631579,0.26,0.15789473684210525,1.0,0.1811740890688259,0.0
0.14285714285714285,0.5517241379310345,0.25,0.10616784630940343,0.8241758241758248,0.8174386920980936,0.8191489361702082,1.0,0.9585091192971529,0.0,0.3333333333333333,0.5,0.21052631578947367,0.5,0.47368421052631576,1.0,0.4190283400809717,0.0
0.36734693877551017,0.13793103448275862,0.5,0.609706774519717,0.6648351648351678,0.6594005449591336,0.6648936170212778,1.0,0.008861432795492329,0.1,0.3333333333333333,0.0,1.0,0.06000000000000005,0.42105263157894735,0.0,0.8795546558704453,1.0
0.4693877551020408,0.5862068965517241,1.0,0.8068756319514662,0.3324175824175839,0.33514986376022193,0.3324468085106389,0.3333333333333333,0.9989270820271577,0.0,0.3333333333333333,0.5,0.10526315789473684,0.21999999999999997,0.8421052631578947,0.0,0.23684210526315788,0.0
0.4693877551020408,0.1724137931034483,0.25,0.38119312436804853,0.4010989010988979,0.405994550408721,0.4069148936170208,0.3333333333333333,0.6775678233821287,0.0,0.3333333333333333,0.5,0.21052631578947367,0.94,0.21052631578947367,0.0,0.8643724696356275,0.0
0.7346938775510203,0.7586206896551724,0.5,0.9140546006066734,0.1483516483516496,0.15531335149864134,0.1675531914893611,0.3333333333333333,0.8293858176625962,0.0,0.3333333333333333,0.5,0.3684210526315789,0.45999999999999996,0.3157894736842105,1.0,0.7155870445344129,0.0
0.8775510204081632,0.9655172413793103,0.75,0.05055611729019212,0.6510989010988979,0.6485013623978233,0.6515957446808471,1.0,0.29493776873510963,0.1,1.0,0.5,0.3684210526315789,0.43999999999999995,0.42105263157894735,0.0,0.8289473684210527,1.0
0.44897959183673464,0.8620689655172413,1.0,0.028311425682507586,0.9752747252747227,0.9673024523160763,0.9654255319148888,0.0,0.014319662814543952,0.7000000000000001,0.0,0.5,0.3684210526315789,0.020000000000000018,0.21052631578947367,1.0,0.07995951417004049,1.0
0.5510204081632653,1.0,0.75,0.4661274014155713,0.4725274725274744,0.4713896457765685,0.4654255319148888,0.0,0.7386845075094146,0.0,0.3333333333333333,0.5,0.5789473684210527,0.24,0.5789473684210527,1.0,0.6538461538461539,0.0
0.9591836734693877,0.6551724137931034,1.0,0.2982810920121335,0.6043956043956058,0.5994550408719377,0.5904255319148888,1.0,0.8350675301246244,0.1,0.0,0.5,0.3684210526315789,0.8600000000000001,0.42105263157894735,0.0,0.02125506072874494,1.0
0.16326530612244897,0.24137931034482757,0.5,0.2992922143579373,0.3241758241758248,0.32152588555858586,0.3297872340425485,0.0,0.741294094805095,0.0,0.3333333333333333,0.5,0.5263157894736842,0.15999999999999992,0.2631578947368421,1.0,0.4817813765182186,0.0
0.2857142857142857,0.9655172413793103,0.0,0.7330637007077857,0.8461538461538467,0.84196185286104,0.8377659574468055,1.0,0.14299862876835895,0.2,0.0,0.5,0.6842105263157894,0.41999999999999993,0.6842105263157894,0.0,0.8522267206477733,1.0
0.5918367346938775,0.3103448275862069,1.0,0.7866531850353894,0.5,0.49863760217984066,0.5053191489361666,0.0,0.7542603236753862,0.5,0.0,1.0,0.3684210526315789,0.020000000000000018,0.15789473684210525,0.0,0.444331983805668,1.0
